MODEL,YEAR,PRICE,TRANSMISSION,MILEAGE,FUEL_TYPE,TAX,MPG,ENGINE_SIZE
E Class,2015,17490,SEMI-AUTO,19556,DIESEL,125,61.4,2.1
SL CLASS,2019,32889,SEMI-AUTO,522,PETROL,145,47.1,2
V Class,2019,48890,SEMI-AUTO,650,DIESEL,145,36.7,2
A Class,2019,26499,SEMI-AUTO,3825,DIESEL,145,56.5,2
C Class,2019,66890,SEMI-AUTO,1200,PETROL,145,28.5,4
A Class,2019,26979,SEMI-AUTO,2850,PETROL,145,28.5,2
C Class,2019,37995,SEMI-AUTO,1800,DIESEL,145,54.3,2
G Class,2020,159999,SEMI-AUTO,1350,PETROL,145,21.4,4
B Class,2019,22890,SEMI-AUTO,12250,DIESEL,145,55.4,2
CL Class,2014,15990,SEMI-AUTO,63824,DIESEL,30,62.8,2.1
GLC Class,2017,26780,SEMI-AUTO,24557,DIESEL,150,56.5,2.1
E Class,2017,21950,SEMI-AUTO,19156,DIESEL,160,52.3,3
B Class,2019,27949,SEMI-AUTO,1732,PETROL,145,37.7,2
C Class,2019,34890,SEMI-AUTO,1139,HYBRID,135,217.3,2
A Class,2020,28989,MANUAL,3150,PETROL,145,45.6,1.3
E Class,2019,39450,SEMI-AUTO,11476,DIESEL,145,48.7,3
C Class,2016,24890,SEMI-AUTO,25002,DIESEL,30,65.7,2.1
E Class,2019,31500,AUTOMATIC,5130,DIESEL,145,72.4,2
A Class,2019,129990,AUTOMATIC,1000,PETROL,145,24.8,4
S Class,2017,29990,SEMI-AUTO,17814,DIESEL,160,50.4,3
A Class,2020,24500,MANUAL,850,PETROL,145,47.1,1.3
A Class,2020,24500,MANUAL,1950,PETROL,145,44.8,1.3
A Class,2020,25890,SEMI-AUTO,3200,PETROL,145,53.3,1.3
CL Class,2019,39101,AUTOMATIC,8435,PETROL,145,32.8,2
A Class,2017,16250,SEMI-AUTO,43865,DIESEL,145,68.9,2.1
GLE Class,2019,53990,AUTOMATIC,5000,DIESEL,145,36.7,3
S Class,2019,63999,AUTOMATIC,618,DIESEL,145,52.3,3
A Class,2019,26750,SEMI-AUTO,4481,DIESEL,145,62.8,1.5
B Class,2017,13980,MANUAL,24610,DIESEL,145,65.7,2.1
GLC Class,2019,41890,AUTOMATIC,2500,DIESEL,145,40.9,2
GLC Class,2017,28450,AUTOMATIC,22608,DIESEL,145,56.5,2.1
S Class,2019,124999,AUTOMATIC,1500,PETROL,145,31.7,4
GLC Class,2020,39990,SEMI-AUTO,3125,DIESEL,145,40.9,2
E Class,2019,43490,SEMI-AUTO,6500,DIESEL,145,47.1,3
C Class,2019,31980,SEMI-AUTO,5133,PETROL,145,46.3,1.5
C Class,2019,29890,SEMI-AUTO,1587,DIESEL,145,60.1,1.6
E Class,2019,49989,SEMI-AUTO,716,PETROL,145,32.1,3
C Class,2019,31890,SEMI-AUTO,89,DIESEL,145,54.3,1.6
SL CLASS,2017,20490,SEMI-AUTO,8347,DIESEL,145,70.6,2.1
B Class,2019,21890,SEMI-AUTO,13080,PETROL,145,45.6,1.3
E Class,2016,19980,SEMI-AUTO,16383,DIESEL,145,53.3,3
V Class,2019,39500,AUTOMATIC,1250,DIESEL,145,44.8,2.2
CL Class,2015,13890,MANUAL,32636,PETROL,125,50.4,1.6
B Class,2019,24890,AUTOMATIC,4271,DIESEL,145,55.4,2
C Class,2019,29889,AUTOMATIC,4721,DIESEL,145,55.4,2
A Class,2015,12490,SEMI-AUTO,35104,DIESEL,20,68.9,1.5
GLC Class,2017,27980,SEMI-AUTO,16617,DIESEL,145,56.5,2.1
S Class,2018,79989,AUTOMATIC,2499,PETROL,145,34,4
GLE Class,2019,48890,SEMI-AUTO,4500,DIESEL,150,35.8,2
GLC Class,2017,26990,SEMI-AUTO,28001,DIESEL,150,56.5,2.1
A Class,2015,11480,MANUAL,47552,DIESEL,0,80.7,1.5
GLC Class,2016,22500,SEMI-AUTO,26789,DIESEL,125,56.5,2.1
C Class,2015,16490,SEMI-AUTO,53126,DIESEL,30,64.2,2.1
S Class,2018,49980,AUTOMATIC,17587,PETROL,145,40.9,3
A Class,2017,14490,SEMI-AUTO,42670,DIESEL,0,74.3,2.1
GLA Class,2018,22250,AUTOMATIC,13546,DIESEL,145,56.5,2.1
C Class,2017,18979,SEMI-AUTO,27384,DIESEL,30,64.2,2.1
E Class,2017,19500,SEMI-AUTO,23682,DIESEL,20,72.4,2
B Class,2016,14490,SEMI-AUTO,24178,DIESEL,20,68.9,1.5
E Class,2019,30890,AUTOMATIC,890,PETROL,145,39.8,2
C Class,2019,31890,AUTOMATIC,2850,DIESEL,145,46.3,2
C Class,2019,29889,AUTOMATIC,980,DIESEL,145,57.7,2
C Class,2019,27890,AUTOMATIC,4985,DIESEL,145,60.1,1.6
C Class,2019,30890,AUTOMATIC,4390,PETROL,145,42.8,2
GLS Class,2018,41994,AUTOMATIC,7256,DIESEL,145,37.2,3
GLC Class,2019,30500,SEMI-AUTO,8696,DIESEL,145,56.5,2.1
GLC Class,2019,29490,SEMI-AUTO,12315,DIESEL,145,56.5,2.1
A Class,2019,20890,AUTOMATIC,13119,PETROL,145,53.3,1.3
GLE Class,2018,45890,AUTOMATIC,9343,DIESEL,145,36.7,3
E Class,2019,25980,AUTOMATIC,3850,DIESEL,145,67.3,2
E Class,2019,25489,AUTOMATIC,7781,DIESEL,145,72.4,2
GLE Class,2017,30890,SEMI-AUTO,4300,DIESEL,200,47.9,2.1
V Class,2017,32980,AUTOMATIC,8141,DIESEL,145,45.6,2.2
E Class,2019,25890,AUTOMATIC,9755,DIESEL,145,72.4,2
B Class,2019,21890,AUTOMATIC,13338,PETROL,145,45.6,1.3
C Class,2018,26950,SEMI-AUTO,10798,DIESEL,145,57.7,2
SL CLASS,2017,20490,SEMI-AUTO,6271,DIESEL,145,70.6,2.1
SL CLASS,2017,20490,SEMI-AUTO,8728,DIESEL,145,70.6,2.1
SL CLASS,2016,47995,AUTOMATIC,19425,PETROL,555,28,5.5
C Class,2017,18495,SEMI-AUTO,29979,PETROL,145,50.4,2
C Class,2017,18795,SEMI-AUTO,37756,DIESEL,30,60.1,2.1
C Class,2019,23495,AUTOMATIC,12449,PETROL,145,45.6,1.5
SL CLASS,2019,50995,AUTOMATIC,9393,PETROL,145,31.4,4.7
C Class,2019,33995,SEMI-AUTO,18,PETROL,145,42.8,2
C Class,2019,30995,SEMI-AUTO,16,PETROL,145,44.1,2
E Class,2019,25995,SEMI-AUTO,7499,DIESEL,145,67.3,2
C Class,2018,26595,AUTOMATIC,9055,DIESEL,145,57.7,2
E Class,2019,25890,AUTOMATIC,6500,DIESEL,145,72.4,2
C Class,2019,31890,AUTOMATIC,3150,PETROL,145,44.1,2
A Class,2019,18450,AUTOMATIC,15371,DIESEL,145,68.9,1.5
GLE Class,2019,46890,SEMI-AUTO,5820,DIESEL,145,36.7,3
C Class,2019,23490,AUTOMATIC,16926,PETROL,145,45.6,1.5
C Class,2018,21189,AUTOMATIC,10264,DIESEL,145,60.1,2.1
C Class,2019,31980,AUTOMATIC,1873,DIESEL,145,54.3,2
E Class,2019,28500,SEMI-AUTO,14188,DIESEL,145,58.9,2
C Class,2019,32499,AUTOMATIC,1950,PETROL,145,44.1,2
C Class,2019,30889,AUTOMATIC,8500,DIESEL,145,61.4,2
A Class,2019,22795,AUTOMATIC,1499,DIESEL,145,62.8,1.5
GLA Class,2020,22495,AUTOMATIC,4499,PETROL,145,44.8,1.6
A Class,2020,24495,AUTOMATIC,3999,DIESEL,145,67.3,1.5
C Class,2019,29995,SEMI-AUTO,9,DIESEL,145,55.4,2
S Class,2017,49890,AUTOMATIC,8090,PETROL,145,32.1,4.7
E Class,2018,29750,AUTOMATIC,11309,DIESEL,145,57.7,2
C Class,2019,33000,AUTOMATIC,2850,PETROL,145,44.1,2
C Class,2019,28980,AUTOMATIC,2950,PETROL,145,41.5,2
A Class,2020,44995,SEMI-AUTO,500,PETROL,145,32.8,2
C Class,2020,54995,SEMI-AUTO,1499,PETROL,145,29.7,3
GLC Class,2020,49995,SEMI-AUTO,2000,PETROL,145,26.4,3
A Class,2020,24495,MANUAL,2999,PETROL,145,28.5,1.3
GLC Class,2020,39995,SEMI-AUTO,3999,PETROL,145,32.1,2
GLC Class,2020,72995,SEMI-AUTO,500,PETROL,145,22.4,4
GLC Class,2020,75995,SEMI-AUTO,500,PETROL,145,22.1,4
V Class,2016,32134,SEMI-AUTO,24754,DIESEL,235,44.8,2.2
E Class,2018,39495,SEMI-AUTO,11999,PETROL,145,32.8,3
V Class,2016,32895,AUTOMATIC,20751,DIESEL,235,44.8,2.2
SL CLASS,2017,33995,AUTOMATIC,49439,PETROL,145,36.7,3
A Class,2015,13995,SEMI-AUTO,31103,DIESEL,20,74.3,1.5
C Class,2019,42995,SEMI-AUTO,101,PETROL,145,29.7,3
C Class,2017,36895,SEMI-AUTO,20699,PETROL,145,33.6,4
C Class,2019,27995,AUTOMATIC,6206,DIESEL,145,56.5,2
A Class,2018,17990,SEMI-AUTO,30807,DIESEL,150,74.3,1.5
C Class,2019,30890,AUTOMATIC,5250,DIESEL,145,61.4,2
C Class,2016,17979,SEMI-AUTO,31574,DIESEL,30,64.2,2.1
A Class,2017,16489,MANUAL,10192,DIESEL,145,68.9,1.5
GLC Class,2019,34970,AUTOMATIC,7298,PETROL,145,38.7,2
CLS Class,2017,23980,SEMI-AUTO,26747,DIESEL,145,51.4,3
GLE Class,2019,51890,SEMI-AUTO,12268,PETROL,145,30.1,3
GLE Class,2019,47979,SEMI-AUTO,8642,DIESEL,145,36.7,2
C Class,2019,27889,AUTOMATIC,6250,PETROL,145,43.5,2
C Class,2019,27889,SEMI-AUTO,10111,DIESEL,145,61.4,2
C Class,2019,35000,AUTOMATIC,1250,PETROL,145,42.2,2
C Class,2019,32499,AUTOMATIC,3250,PETROL,145,44.1,2
C Class,2019,32499,AUTOMATIC,1800,PETROL,145,44.1,2
E Class,2018,34749,AUTOMATIC,12458,DIESEL,145,41.5,3
GLC Class,2018,25890,AUTOMATIC,9848,DIESEL,145,56.5,2.1
B Class,2019,21890,SEMI-AUTO,12247,PETROL,145,45.6,1.3
GLC Class,2019,32890,SEMI-AUTO,9948,DIESEL,145,42.2,2.1
B Class,2019,19950,SEMI-AUTO,14300,PETROL,145,45.6,1.3
C Class,2019,30890,AUTOMATIC,7265,DIESEL,145,61.4,2
C Class,2019,29990,AUTOMATIC,4850,DIESEL,145,61.4,2
C Class,2019,26499,MANUAL,890,DIESEL,145,64.2,1.6
E Class,2019,26499,AUTOMATIC,3350,DIESEL,145,67.3,2
C Class,2016,31945,AUTOMATIC,34765,PETROL,260,35.3,3
GLA Class,2018,20995,SEMI-AUTO,13133,DIESEL,145,56.5,2.1
CL Class,2017,19995,MANUAL,10161,PETROL,125,51.4,1.6
E Class,2019,47995,AUTOMATIC,1001,PETROL,145,31.7,3
SL CLASS,2019,49995,AUTOMATIC,8996,PETROL,145,31.4,4.7
C Class,2019,27195,AUTOMATIC,4114,DIESEL,145,57.7,2
GLE Class,2016,26295,SEMI-AUTO,27595,DIESEL,260,42.8,3
E Class,2019,39995,SEMI-AUTO,5000,PETROL,145,32.9,2
GLE Class,2019,45995,AUTOMATIC,3999,DIESEL,145,36.7,2
C Class,2019,61995,AUTOMATIC,100,PETROL,145,27.2,4
GLA Class,2015,15895,SEMI-AUTO,44874,DIESEL,145,55.4,2.1
A Class,2015,12245,MANUAL,25620,DIESEL,20,72.4,1.5
C Class,2018,30995,SEMI-AUTO,5514,PETROL,145,42.2,2
C Class,2016,21895,SEMI-AUTO,20651,DIESEL,20,67.3,2.1
GLC Class,2019,31995,AUTOMATIC,5999,DIESEL,145,44.8,2
C Class,2019,61495,AUTOMATIC,1499,PETROL,145,34.5,4
GLE Class,2019,39495,SEMI-AUTO,1795,DIESEL,145,42.8,3
C Class,2019,29995,AUTOMATIC,2343,DIESEL,145,61.4,2
C Class,2019,31995,AUTOMATIC,2568,PETROL,145,44.1,2
C Class,2019,31995,AUTOMATIC,1687,PETROL,145,44.1,2
C Class,2019,29995,AUTOMATIC,3457,DIESEL,145,55.4,2
A Class,2017,17795,SEMI-AUTO,24175,DIESEL,20,70.6,2.1
C Class,2019,25995,AUTOMATIC,4235,DIESEL,145,60.1,1.6
C Class,2019,28995,SEMI-AUTO,100,DIESEL,145,64.2,2
GLC Class,2019,31995,AUTOMATIC,100,DIESEL,145,44.8,2
GLC Class,2020,49995,SEMI-AUTO,5000,PETROL,145,27.4,3
GLA Class,2020,22495,SEMI-AUTO,101,PETROL,145,44.8,1.6
E Class,2016,22990,SEMI-AUTO,32000,DIESEL,30,61.4,2
SLK,2014,14890,SEMI-AUTO,35000,DIESEL,150,56.5,2
A Class,2016,15890,SEMI-AUTO,18853,DIESEL,20,74.3,1.5
A Class,2019,18690,SEMI-AUTO,14055,DIESEL,145,65.7,1.5
A Class,2018,16980,SEMI-AUTO,14909,DIESEL,145,65.7,1.5
E Class,2017,34980,SEMI-AUTO,26129,PETROL,300,32.8,3
C Class,2017,30745,AUTOMATIC,16274,PETROL,145,36.2,3
E Class,2017,21495,AUTOMATIC,32080,DIESEL,145,54.3,3
CL Class,2017,16985,MANUAL,32938,DIESEL,145,67.3,2.1
GLS Class,2018,43289,AUTOMATIC,18500,DIESEL,145,37.2,3
GLE Class,2017,53989,SEMI-AUTO,6000,PETROL,145,23.9,5.5
GLS Class,2017,42489,AUTOMATIC,21200,DIESEL,145,37.2,3
GLC Class,2019,43489,AUTOMATIC,100,PETROL,145,34,3
C Class,2019,32995,AUTOMATIC,6638,PETROL,145,42.2,2
E Class,2019,25995,AUTOMATIC,6620,DIESEL,145,67.3,2
CL Class,2017,18990,SEMI-AUTO,20799,DIESEL,145,67.3,2.1
C Class,2016,20895,SEMI-AUTO,35999,DIESEL,125,60.1,2.1
C Class,2016,31495,AUTOMATIC,28968,PETROL,300,34,3
B Class,2019,26395,SEMI-AUTO,8612,DIESEL,145,54.3,2
M Class,2014,32995,SEMI-AUTO,33271,PETROL,580,23.9,5.5
GLC Class,2017,32995,SEMI-AUTO,6500,DIESEL,150,56.5,2.1
CLS Class,2017,23995,SEMI-AUTO,15833,DIESEL,160,49.6,3
C Class,2018,26595,SEMI-AUTO,10040,DIESEL,145,57.7,2
C Class,2019,33995,AUTOMATIC,4788,PETROL,145,42.8,2
E Class,2019,41795,AUTOMATIC,101,DIESEL,145,47.1,3
G Class,2018,139995,SEMI-AUTO,13046,PETROL,145,21.4,4
A Class,2014,15323,AUTOMATIC,63998,PETROL,200,42.8,2
A Class,2016,15495,SEMI-AUTO,24078,DIESEL,20,70.6,2.1
GLA Class,2017,18495,SEMI-AUTO,34940,DIESEL,30,64.2,2.1
C Class,2019,23995,AUTOMATIC,6099,PETROL,145,47.1,1.5
C Class,2014,13295,SEMI-AUTO,38644,PETROL,160,44.8,1.6
A Class,2017,15495,AUTOMATIC,30434,PETROL,125,52.3,1.6
GLC Class,2017,26995,SEMI-AUTO,21500,DIESEL,145,56.5,2.1
C Class,2019,27495,SEMI-AUTO,20400,DIESEL,145,55.4,2
E Class,2016,18995,SEMI-AUTO,18723,DIESEL,125,60.1,2.1
GLC Class,2019,31995,AUTOMATIC,1852,PETROL,145,37.2,2
V Class,2019,46895,AUTOMATIC,100,DIESEL,145,36.7,2
CL Class,2019,25495,SEMI-AUTO,5999,PETROL,145,44.8,1.3
GLC Class,2019,69995,AUTOMATIC,1829,PETROL,145,22.1,4
C Class,2016,35995,AUTOMATIC,31719,PETROL,300,34.5,4
C Class,2019,30995,AUTOMATIC,4829,PETROL,145,44.1,2
E Class,2019,26995,AUTOMATIC,7475,PETROL,145,42.2,2
E Class,2019,24995,AUTOMATIC,6584,DIESEL,145,72.4,2
C Class,2019,30995,AUTOMATIC,5862,PETROL,145,44.1,2
V Class,2018,42134,AUTOMATIC,3067,DIESEL,145,44.8,2.2
CL Class,2020,29995,SEMI-AUTO,618,PETROL,145,44.8,1.3
E Class,2020,39895,SEMI-AUTO,101,PETROL,145,33.7,2
E Class,2020,42990,SEMI-AUTO,3541,PETROL,145,32.9,2
A Class,2016,69995,SEMI-AUTO,10104,PETROL,325,30.1,4
S Class,2019,55995,AUTOMATIC,1933,DIESEL,145,40.4,3
A Class,2019,21895,MANUAL,408,PETROL,145,47.1,1.3
GLC Class,2019,42495,AUTOMATIC,8999,PETROL,145,34,3
C Class,2019,38995,AUTOMATIC,500,PETROL,145,29.7,3
GLC Class,2019,38885,SEMI-AUTO,19440,DIESEL,145,40.9,2
CL Class,2016,17995,SEMI-AUTO,33893,DIESEL,20,67.3,2.1
E Class,2017,29995,SEMI-AUTO,24531,PETROL,145,40.4,2
E Class,2016,19250,AUTOMATIC,27083,DIESEL,30,65.7,2
GLE Class,2016,28950,SEMI-AUTO,33129,DIESEL,260,42.8,3
GLS Class,2017,41750,AUTOMATIC,8823,DIESEL,145,37.2,3
E Class,2018,26250,AUTOMATIC,15228,DIESEL,145,70.6,2
GLC Class,2016,23750,AUTOMATIC,28197,DIESEL,125,56.5,2.1
E Class,2016,17990,SEMI-AUTO,28123,DIESEL,30,65.7,2
E Class,2017,21890,SEMI-AUTO,26932,DIESEL,160,52.3,3
S Class,2017,37500,AUTOMATIC,12653,DIESEL,145,52.3,3
C Class,2019,31950,AUTOMATIC,2947,DIESEL,145,54.3,1.6
GLC Class,2019,34950,AUTOMATIC,5700,DIESEL,145,44.8,2
C Class,2019,34995,AUTOMATIC,5000,PETROL,145,44.1,2
GLC Class,2019,30890,SEMI-AUTO,12076,DIESEL,145,56.5,2.1
C Class,2019,41750,SEMI-AUTO,10004,PETROL,145,34.5,4
E Class,2019,24950,AUTOMATIC,6399,DIESEL,145,67.3,2
V Class,2019,38949,AUTOMATIC,11588,DIESEL,145,45.6,2.2
C Class,2019,26949,AUTOMATIC,6296,DIESEL,145,60.1,1.6
C Class,2019,28950,AUTOMATIC,4320,PETROL,145,42.8,2
E Class,2019,24950,AUTOMATIC,5664,DIESEL,145,67.3,2
C Class,2019,40890,SEMI-AUTO,5367,PETROL,145,29.1,3
E Class,2019,26889,AUTOMATIC,9116,DIESEL,145,72.4,2
C Class,2019,26949,AUTOMATIC,608,PETROL,145,42.2,2
C Class,2019,26949,AUTOMATIC,4971,PETROL,145,42.2,2
GLC Class,2019,31950,AUTOMATIC,9460,DIESEL,145,42.2,2.1
C Class,2019,28749,AUTOMATIC,5099,DIESEL,145,58.9,2.1
C Class,2019,27950,AUTOMATIC,1498,PETROL,145,44.1,1.5
C Class,2019,31950,AUTOMATIC,2323,DIESEL,145,46.3,2
C Class,2019,30950,AUTOMATIC,1218,DIESEL,145,56.5,2
E Class,2019,34890,SEMI-AUTO,13883,DIESEL,145,48.7,3
E Class,2019,27750,AUTOMATIC,15262,DIESEL,145,58.9,2
B Class,2019,20890,SEMI-AUTO,3166,DIESEL,145,68.9,2.1
SL CLASS,2016,18950,MANUAL,17358,PETROL,160,43.5,2
C Class,2016,18950,AUTOMATIC,32720,DIESEL,30,64.2,2.1
E Class,2019,28950,SEMI-AUTO,14321,DIESEL,145,58.9,2
B Class,2019,26890,SEMI-AUTO,7822,DIESEL,145,54.3,2
C Class,2018,20889,SEMI-AUTO,8493,PETROL,145,44.1,1.5
SL CLASS,2017,19989,SEMI-AUTO,9705,DIESEL,145,70.6,2.1
S Class,2019,48750,AUTOMATIC,2772,DIESEL,145,52.3,3
E Class,2019,42650,AUTOMATIC,7730,DIESEL,145,45.6,3
C Class,2018,43750,SEMI-AUTO,11938,PETROL,145,32.8,4
GLC Class,2019,30950,SEMI-AUTO,10697,DIESEL,145,44.8,2
GLC Class,2017,27450,SEMI-AUTO,19299,DIESEL,145,56.5,2.1
C Class,2014,13950,SEMI-AUTO,39204,DIESEL,20,64.2,2.1
CL Class,2017,19950,MANUAL,16912,DIESEL,145,67.3,2.1
A Class,2017,14990,MANUAL,20184,DIESEL,20,72.4,1.5
GLE Class,2017,30950,SEMI-AUTO,20266,DIESEL,145,47.9,2.1
E Class,2016,24890,AUTOMATIC,36178,DIESEL,160,51.4,3
GLE Class,2016,35889,SEMI-AUTO,28419,DIESEL,300,39.2,3
GLA Class,2018,21890,AUTOMATIC,11653,DIESEL,145,56.5,2.1
C Class,2019,24950,AUTOMATIC,6224,PETROL,145,44.1,1.5
C Class,2017,20889,AUTOMATIC,25599,DIESEL,30,61.4,2.1
E Class,2018,29649,AUTOMATIC,1070,DIESEL,145,57.7,2
GLA Class,2017,18950,AUTOMATIC,25741,DIESEL,145,56.5,2.1
GLE Class,2019,46650,AUTOMATIC,2515,DIESEL,145,36.7,3
C Class,2019,23949,AUTOMATIC,12076,PETROL,145,45.6,1.5
E Class,2019,25449,AUTOMATIC,12428,DIESEL,145,72.4,2
GLA Class,2019,23250,SEMI-AUTO,11005,DIESEL,145,67.3,2.1
C Class,2019,29949,AUTOMATIC,2323,PETROL,145,44.1,2
C Class,2019,28950,AUTOMATIC,2950,DIESEL,145,56.5,2
C Class,2019,28950,SEMI-AUTO,10021,DIESEL,145,54.3,2
V Class,2017,32499,AUTOMATIC,2552,DIESEL,145,45.6,2.2
C Class,2019,25950,AUTOMATIC,1090,PETROL,145,44.1,1.5
S Class,2019,52950,AUTOMATIC,4320,DIESEL,145,52.3,3
C Class,2019,46950,AUTOMATIC,1436,PETROL,145,29.7,3
C Class,2019,31950,AUTOMATIC,3000,PETROL,145,46.3,1.5
A Class,2019,22950,AUTOMATIC,3212,DIESEL,145,62.8,1.5
SL CLASS,2019,29250,AUTOMATIC,1526,PETROL,145,47.9,2
GLC Class,2019,40950,AUTOMATIC,7160,DIESEL,145,40.4,2
A Class,2019,25950,AUTOMATIC,3737,PETROL,145,28.5,2
E Class,2019,29950,AUTOMATIC,5822,DIESEL,145,45.6,2
A Class,2017,16850,MANUAL,17606,DIESEL,145,62.8,2.1
CLS Class,2017,21950,SEMI-AUTO,34567,DIESEL,145,51.4,3
C Class,2019,39950,SEMI-AUTO,6641,PETROL,145,29.7,3
GLA Class,2017,20949,SEMI-AUTO,23814,DIESEL,125,56.5,2.1
GLA Class,2018,20250,SEMI-AUTO,20062,PETROL,145,50.4,1.6
A Class,2019,17810,MANUAL,907,PETROL,145,28.5,1.3
CL Class,2018,22997,SEMI-AUTO,12829,DIESEL,145,52.3,2.2
A Class,2017,14495,SEMI-AUTO,20675,PETROL,30,55.4,1.6
GLA Class,2016,16990,SEMI-AUTO,39575,DIESEL,30,64.2,2.1
A Class,2017,16450,SEMI-AUTO,27888,PETROL,30,55.4,1.6
GLA Class,2019,20000,MANUAL,7553,PETROL,145,40.9,1.6
C Class,2017,15250,SEMI-AUTO,45431,DIESEL,145,64.2,2.1
CLS Class,2017,21500,SEMI-AUTO,27772,DIESEL,145,57.7,2.1
B Class,2017,16495,SEMI-AUTO,26847,DIESEL,20,68.9,2.1
GLE Class,2019,49950,AUTOMATIC,9333,DIESEL,145,32.8,3
C Class,2017,22489,AUTOMATIC,33412,PETROL,145,47.1,2
C Class,2019,37950,AUTOMATIC,1820,DIESEL,145,54.3,2
GLA Class,2016,17450,SEMI-AUTO,47700,DIESEL,125,56.6,2.1
V Class,2019,39950,AUTOMATIC,2738,DIESEL,145,44.8,2.2
E Class,2018,35890,AUTOMATIC,7200,DIESEL,145,42.8,3
E Class,2018,35950,AUTOMATIC,5776,DIESEL,145,42.8,3
CLS Class,2019,35950,AUTOMATIC,15263,DIESEL,145,45.6,2
E Class,2019,32750,AUTOMATIC,9500,DIESEL,145,42.8,2
C Class,2019,59950,AUTOMATIC,152,PETROL,145,27.2,4
E Class,2018,22980,SEMI-AUTO,20772,DIESEL,145,65.7,2
A Class,2019,18890,SEMI-AUTO,7379,DIESEL,145,68.9,1.5
CL Class,2018,18750,MANUAL,19275,DIESEL,145,67.3,2.1
B Class,2019,21890,SEMI-AUTO,13519,PETROL,145,45.6,1.3
A Class,2018,19250,SEMI-AUTO,3214,DIESEL,145,74.3,1.5
CL Class,2014,14750,SEMI-AUTO,42349,DIESEL,30,62.8,2.1
GLA Class,2017,17889,SEMI-AUTO,42941,DIESEL,125,56.6,2.1
GLC Class,2017,26495,SEMI-AUTO,27534,DIESEL,125,56.5,2.1
E Class,2015,18495,AUTOMATIC,29940,DIESEL,160,50.4,3
V Class,2019,46895,AUTOMATIC,101,DIESEL,145,36.7,2
C Class,2016,19099,SEMI-AUTO,5690,DIESEL,30,64.2,2.1
E Class,2017,18799,SEMI-AUTO,43201,DIESEL,20,72.4,2
C Class,2019,24199,SEMI-AUTO,9361,PETROL,145,44.1,1.5
GLA Class,2019,26099,SEMI-AUTO,6643,DIESEL,145,56.5,2.1
B Class,2019,26299,SEMI-AUTO,3127,DIESEL,145,55.4,2
B Class,2019,26399,SEMI-AUTO,2489,DIESEL,145,55.4,2
A Class,2017,15889,MANUAL,21891,DIESEL,145,62.8,2.1
CL Class,2019,26299,AUTOMATIC,8638,PETROL,145,38.2,2
B Class,2013,8080,MANUAL,62702,DIESEL,125,61.4,1.8
E Class,2016,14120,SEMI-AUTO,48853,DIESEL,30,64.2,2.1
A Class,2017,18599,SEMI-AUTO,15197,DIESEL,145,68.9,2.1
E Class,2014,14199,SEMI-AUTO,41560,DIESEL,125,57.7,2.1
C Class,2015,15849,SEMI-AUTO,28500,DIESEL,30,62.8,2.1
A Class,2015,11249,MANUAL,45659,DIESEL,20,72.4,1.5
E Class,2017,19849,SEMI-AUTO,31508,DIESEL,145,72.4,2
GLA Class,2016,19399,SEMI-AUTO,32040,DIESEL,125,56.5,2.1
CLS Class,2016,20499,SEMI-AUTO,22525,DIESEL,125,57.7,2.1
C Class,2019,35049,SEMI-AUTO,1000,PETROL,145,44.1,1.5
C Class,2019,32499,SEMI-AUTO,1300,PETROL,145,46.3,1.5
C Class,2019,30989,SEMI-AUTO,1000,DIESEL,145,54.3,1.6
GLC Class,2017,42249,SEMI-AUTO,15164,PETROL,145,34,3
GLC Class,2019,27949,SEMI-AUTO,8595,DIESEL,145,56.5,2.1
E Class,2017,24989,AUTOMATIC,10776,DIESEL,145,58.9,2
B Class,2018,17499,SEMI-AUTO,14890,DIESEL,145,68.9,2.1
C Class,2016,23950,AUTOMATIC,25925,DIESEL,145,54.3,2.1
A Class,2016,14190,MANUAL,35500,DIESEL,20,68.9,1.5
A Class,2016,15190,MANUAL,13359,DIESEL,20,68.9,1.5
A Class,2020,26495,SEMI-AUTO,1700,DIESEL,145,56.5,2
B Class,2020,24495,SEMI-AUTO,100,DIESEL,145,55.4,2
C Class,2018,45895,SEMI-AUTO,41083,PETROL,145,32.8,4
A Class,2019,22899,SEMI-AUTO,1381,PETROL,145,53.3,1.3
A Class,2019,23699,SEMI-AUTO,3405,PETROL,145,28.5,2
A Class,2019,22299,SEMI-AUTO,6571,DIESEL,145,65.7,1.5
A Class,2019,22699,SEMI-AUTO,3561,DIESEL,145,65.7,1.5
GLA Class,2015,18449,SEMI-AUTO,22367,DIESEL,125,55.4,2.1
E Class,2016,22399,SEMI-AUTO,33087,DIESEL,30,65.7,2
E Class,2017,21849,SEMI-AUTO,17285,DIESEL,145,61.4,2
A Class,2018,29399,SEMI-AUTO,33125,PETROL,145,40.9,2
B Class,2019,24589,SEMI-AUTO,1000,DIESEL,145,55.4,2
B Class,2019,26099,SEMI-AUTO,4277,DIESEL,145,55.4,2
C Class,2019,23589,SEMI-AUTO,13142,DIESEL,145,61.4,2
A Class,2018,20599,SEMI-AUTO,5394,DIESEL,145,68.9,2.1
C Class,2019,23389,SEMI-AUTO,14339,DIESEL,145,61.4,2
C Class,2019,25899,SEMI-AUTO,3780,PETROL,145,42.2,2
C Class,2019,23489,SEMI-AUTO,14100,DIESEL,145,61.4,2
C Class,2017,35149,SEMI-AUTO,9422,PETROL,145,35.3,3
